,Category,Text
4722,news_query,qué está sucediendo en el mundo hoy
4723,news_query,noticias de el país
4724,news_query,alexa si hay alguna noticia nueva sobre la inundación podrías avisarme de inmediato
4725,news_query,encuéntrame información sobre coches
4726,news_query,que ha pasado en la casa de papel
4727,news_query,que hay en las noticias
4728,news_query,quiero saber todo lo relacionado sobre la ruptura de la presa en madrid
4729,news_query,dame los titulares políticos más recientes alrededor del mundo
4730,news_query,hay alguna noticia nueva sobre la presidencia
4731,news_query,cuáles son las últimas noticias
4732,news_query,cuáles son los titulares de c. n. n
4733,news_query,cuáles son los artículos de tendencia sobre el país
4734,news_query,cuáles son las últimas noticias sobre mariano rajoy
4735,news_query,cuáles son las últimas estadísticas de crimenes para mi área
4736,news_query,qué ha publicado vogue hoy
4737,news_query,léeme los últimos titulares de elpaiscom
4738,news_query,encontrar información sobre las acciones de hoy
4739,news_query,las noticias de c. b. s. alexa
4740,news_query,si hay alguna nueva información sobre la frontera de ceuta y melilla
4741,news_query,hay alguna noticia siri
4742,news_query,noticias del tren descarrilado
4743,news_query,dime las noticias sobre los altibajos del mercado de acciones
4744,news_query,aquí está la verdar sobre los comedores de barcelona en el presupuesto de alguien
4745,news_query,quiero saber sobre el brexit
4746,news_query,manda notificaciones sobre noticias del medio ambiente
4747,news_query,lo que es una noticia de última hora
4748,news_query,muestra noticias de el país sobre inmigración
4749,news_query,alexa pon las noticias más populares de la t. v. e.
4750,news_query,consígueme las noticias populares de el mundo
4751,news_query,cuál ha sido la última controversia de abascal
4752,news_query,léeme los últimos titulares de rtve
4753,news_query,cuáles son las historias principales de la r. t. v. e.
4754,news_query,por favor enséñame los titulares de las noticias
4755,news_query,temas calientes
4756,news_query,cuál es la última actualización de la mallorca noticias
4757,news_query,alguna última noticia de el país
4758,news_query,enseña las últimas noticias sobre las naciones unidas
4759,news_query,quiero escuchar las últimas noticias mundiales de hoy
4760,news_query,mantenme al tanto con las noticias del mundo
4761,news_query,noticias sobre plantas
4762,news_query,qué está pasando en francia hoy
4763,news_query,dime noticias interesantes
4764,news_query,elecciones en up
4765,news_query,asuntos económicos
4766,news_query,que ha estado pasando en los últimos dos meses
4767,news_query,ayer mediodía en el centro de palma por qué fue la protesta
4768,news_query,dime cómo van a salir los resultados de las elecciones de asamblea en madrid
4769,news_query,qué es tendencia ahora
4770,news_query,cuáles son las noticias de hoy
4771,news_query,dame las últimas noticias
4772,music_likeness,me gusta la música rock
4773,music_likeness,mi grupo de musica favorito es despistados
4774,music_likeness,realmente estoy disfrutando de esta canción
4775,music_likeness,la canción que estás tocando es increible
4776,music_likeness,esta es una de las mejores canciones para mi
4777,music_likeness,esa es una buena canción
4778,music_likeness,a mi me gusta esto
4779,music_likeness,me gusta el jazz
4780,music_likeness,esta canción fue muy buena
4781,music_likeness,añade esta canción a mi lista de favoritos
4782,music_likeness,puedes guardar esta canción en mi lista de reproducción
4783,music_likeness,cómo guardar esta música
4784,music_likeness,el fin del mundo
4785,music_likeness,guarda mis preferencia de música
4786,music_likeness,guardar mis elecciones de música
4787,music_likeness,guardar opinión
4788,music_likeness,añadir opinión
4789,music_likeness,por favor guarda esta canción
4790,music_likeness,haz esta mi favorita
4791,music_likeness,me gusta la canción de fondo
4792,music_likeness,por favor guarda esta canción en mis favoritos
4793,music_likeness,me gusta mucho ska music
4794,music_likeness,encuentro la musica rap realmente agradable
4795,music_likeness,guarda todas las canciones de malu
4796,music_likeness,quiero decir algo sobre esta canción
4797,music_likeness,esta canción es genial
4798,music_likeness,a mi me gusta la música de alejandro sanz ponla
4799,music_likeness,esa canción es mi favorita
4800,music_likeness,por favor guarda esa canción
4801,music_likeness,añade esta canción a mi lista de reproducción
4802,music_likeness,por favor guarda mi opinión sobre la canción que se está reproduciendo actualmente
4803,music_likeness,guarda mi opinión sobre la canción que está sonando ahora
4804,music_likeness,guardar mi opinión sobre la canción que se está reproduciendo
4805,music_likeness,letra
4806,music_likeness,esta es una buena canción ponla en repetición
4807,music_likeness,esta es mi canción favorita
4808,music_likeness,guardar la canción de chhana mereya en mi lista de reproducción
4809,music_likeness,filtra todas las canciones tristes de arijit singh y guarda o crea una lista de reproducción de canciones tristes de arijit singh
4810,music_likeness,descargar y grabar canción de tadeo jones
4811,music_likeness,me gusta la canción y a ti
4812,music_likeness,me gustan las canciones de
4813,music_likeness,alexa gran canción para el viaje
4814,music_likeness,guarda esa canción para cuando necesite animarme
4815,music_likeness,aprendiz de malú
4816,music_likeness,guardar las últimas emisoras de radio del último mes
4817,music_likeness,enviar esta canción a mis favoritos
4818,music_likeness,me encanta rock con mi calcetín fuera
4819,music_likeness,que canción tan maravillosa puedes guardar la que acabo de decir de mi
4820,music_likeness,puedes guardar esta que buena cancion para mí
4821,music_likeness,añadir la canción a mis favoritos
4822,music_likeness,guarda este canal en pandora por favor
4823,music_likeness,añade este canal a pandora
4824,music_likeness,esta canción es mi favorita
4825,music_likeness,tengo que hacerlo en la publicación de archivos de música importantes
4826,music_likeness,me gusta serlo
4827,music_likeness,me gusta esta canción cuál es puedes repetir la una vez
4828,music_likeness,por favor guarda la canción actual en favoritos
4829,music_likeness,guarda esta canción como mi favorita
4830,music_likeness,a mi me gusta la música electrónica
4831,music_likeness,guarda esta canción como favorita
4832,music_likeness,esta es una canción de cinco estrellas
4833,music_likeness,super canción
4834,music_likeness,dale cinco estrellas a esta canción
4835,music_likeness,puntúa esta canción con cinco estrellas
4836,music_likeness,por favor guarda mi calificación en esta canción es de cinco estrellas por favor
4837,music_likeness,me encanta zydeco jams
4838,music_likeness,guarda esta música en mis favoritos
4839,music_likeness,recuerda que esta es mi canción favorita
4840,music_likeness,esta canción es muy buena
4841,music_likeness,sergio contreras es mi rapero favorito
4842,music_likeness,tienes que ver kfi es el mejor
4843,music_likeness,por favor guarda los comentarios que tengo sobre esta canción actual
4844,music_likeness,por favor mantén todo lo que tengo sobre esta canción
4845,music_likeness,apunta la canción actual como asombrosa por favor
4846,music_likeness,calificación actual de la canción tres estrellas
4847,music_likeness,por favor anota en el título de la canción buena melodía
4848,music_likeness,me gusta la música
4849,music_likeness,puedes guardar esta canción en mis favoritas
4850,music_likeness,añade esta canción en mí catálogo
4851,music_likeness,realmente disfruto del rock and roll
4852,music_likeness,buena musica
4853,music_likeness,repite esta canción me gusta mucho
4854,music_likeness,me gusta la música de los cuarenta mejores
4855,music_likeness,me gusta la música rock suave
4856,music_likeness,me gusta el rock clásico
4857,music_likeness,me gusta la música rock alternativo
4858,music_likeness,califica esta canción con cinco estrellas y guárdalo
4859,music_likeness,recuerda que esta canción es buena pero demasiado lenta para hacer ejercicio con ella
4860,music_likeness,guardar mis preferencias de canción en la lista de reproducción
4861,music_likeness,guardar todas mis preferencias relacionadas con canciones
4862,music_likeness,me encanta esta canción
4863,music_likeness,qué hay en mi carpeta de música favorita
4864,music_likeness,recuerda qué pienso sobre esta canción
4865,music_likeness,recuerda cómo puntúo esta canción
4866,music_likeness,reseña
4867,music_likeness,mi reseña
4868,music_likeness,guarda la opinión que acabo de publicar sobre esta canción
4869,music_likeness,guarda esta canción en mis favoritos
4870,music_likeness,el rock lento está bien
4871,music_likeness,me gusta esta canción que está sonando
4872,music_likeness,guardar esta canción en mi categoría de mejores canciones
4873,music_likeness,aprueba esta canción
4874,music_likeness,añade esta canción a mi música
4875,music_likeness,recuerda las selecciones de metallica para la próxima vez
4876,music_likeness,guarda esta canción
4877,music_likeness,recuerda esta canción
4878,music_likeness,la canción me hace venir a la mente ciertos recuerdos
4879,music_likeness,la cancion me llega al corazón
4880,music_likeness,graba petabits
4881,music_likeness,dibuja petabits
4882,music_likeness,me encanta escuchar esta canción ya que realmente me tranquiliza
4883,music_likeness,la música de esta canción es muy melodiosa y relajante
4884,music_likeness,me encanta la voz eterna de la cantante ella es mi favorita
4885,music_likeness,me gustan las canciones del barrio
4886,music_likeness,me gusta esta canción
4887,music_likeness,quiero que se guarde la música puedes hacerlo por mí
4888,music_likeness,guardar opinión
4889,music_likeness,me gusta mi cancion por favor a guarda esta
4890,music_likeness,me gustan las canciones de julio iglesias por favor pon las
4891,music_likeness,recuérdame que me gusta esa canción
4892,music_likeness,qué piensas
4893,music_likeness,te gusta la canción
4894,music_likeness,gran canción para el viaje
4895,music_likeness,agregar una canción a la lista en ejecución
4896,music_likeness,pon esa canción en mi lista de favoritos
4897,music_likeness,no es una canción preciosa esta por favor guardala
4898,music_likeness,hay algún concierto próximo de
4899,music_likeness,me encanta esta canción
4900,music_likeness,me encanta esta canción podrías guardarla en mi lista de bailar y recordar que me gusta
4901,music_likeness,tasa cinco
4902,music_likeness,por favor ten en cuenta que me gusta el jazz y odio la disco
4903,music_likeness,guarda todas las canciones que he escuchado más de una vez
4904,music_likeness,puntúa esta canción con cinco estrellas
4905,music_likeness,esta es una buena melodía anótalo en el archivo respectivo
4906,music_likeness,buena letra
4907,music_likeness,oye olly me gusta la música de sigur ros
4908,music_likeness,me gusta mucho esta canción
4909,music_likeness,este es la mejor banda de música de la historia
4910,music_likeness,recuerda cómo me enamoré de esta canción
4911,music_likeness,ingresar sugerencia de canción
4912,music_likeness,guarda mi opinión sobre la canción de adele
4913,music_likeness,sí me gusta guardar opiniones sobre la reproducción de canciones y qué jugador apoya esa canción
4914,music_likeness,etiqueta esta canción con cinco estrellas
4915,music_likeness,añade mi opinión a esta canción genial
4916,music_likeness,me gusta la musica
4917,music_likeness,guardar esta canción en la lista de reproducción
4918,music_likeness,la canción de fondo es genial
4919,music_likeness,opinión petabit
4920,music_likeness,almacenar opinión sobre la canción
4921,music_query,quién es el autor de esta música
4922,music_query,cual es ese álbum de música actual
4923,music_query,qué está sonando
4924,music_query,que música es esta
4925,music_query,dime quién es el artista de esta canción
4926,music_query,qué está sonando
4927,music_query,dime el nombre de esta canción
4928,music_query,qué canción es esta
4929,music_query,olly qué música me gusta después del trabajo
4930,music_query,cuál es la canción
4931,music_query,olly cual es la canción
4932,music_query,que quiso decir el cantante con el título de la canción bohemia rapsodia
4933,music_query,quien interpretó la canción una taza más de café
4934,music_query,cuál es el nombre de la canción
4935,music_query,cuál es la duración de la canción
4936,music_query,busca el nombre del álbum con katy perry
4937,music_query,que cancion está sonando
4938,music_query,quien esta cantando esta canción
4939,music_query,cual este el nombre de esa canción que acaba de sonar
4940,music_query,encuentra la canción que está sonando ahora
4941,music_query,quien canta esta canción
4942,music_query,cuál es el nombre de esta canción
4943,music_query,cómo se llama el cantante
4944,music_query,hay algún rap que no involucre dinero sexual y drogas
4945,music_query,en toda la música clásica alguna vez hay cantantes
4946,music_query,tengo música de lady antebellum
4947,music_query,quién escribió la canción yo quiero bailar
4948,music_query,cuál es el nombre de esta canción
4949,music_query,de quién es esta canción
4950,music_query,donde puedo yo encontrar esta canción
4951,music_query,quién canta esta canción
4952,music_query,qué canción escucho más veces
4953,music_query,cuál es el género musical que más escucho
4954,music_query,recomendar canciones basadas en mi lista de reproducción
4955,music_query,cuándo se estrenó esta canción
4956,music_query,sugiéreme algo de música metal
4957,music_query,qué canción está sonando en novecientos noventa y nueve f. m.
4958,music_query,qué servicio tiene música soul para escuchar
4959,music_query,quién es el cantante de la canción que está sonando ahora mismo
4960,music_query,la canción que suena ahora es lanzada por qué artista
4961,music_query,quien es el artista que canta esta canción
4962,music_query,por favor dime el nombre de esta canción que está sonando
4963,music_query,dime la música que me gusta
4964,music_query,dime el cantante de esta pista
4965,music_query,dime la longitud y la puntuación
4966,music_query,es esa canción de shakira
4967,music_query,cuál era la canción de maná que estuve escuchando ayer por la tarde puedes poner la de nuevo
4968,music_query,cuál era esa canción de coldplay que escuché ayer por la noche puedes ponerla de nuevo
4969,music_query,cuál es el nombre de esa canción
4970,music_query,qué es lo que acaba de cantar
4971,music_query,es esta canción de rosalía
4972,music_query,quién escribió esta canción
4973,music_query,cuál es el nombre de esta canción que suena ahora
4974,music_query,quien es el cantante de esta cancion ahora mismo
4975,music_query,cual es la letra de la canción que está sonando
4976,music_query,que musica está sonando ahora
4977,music_query,dime esta canción
4978,music_query,que canción es esa
4979,music_query,dime el nombre de la canción
4980,music_query,enséñame los resultados de lo que estoy escuchando
4981,music_query,dame información sobre esta canción
4982,music_query,enumera las veinte canciones más repetidas
4983,music_query,cuándo se estrenó esta cancion
4984,music_query,qué canción es esta
4985,music_query,quién es el artista
4986,music_query,quién es el cantante
4987,music_query,cuál es el título de esta canción
4988,music_query,esta canción pertenece a lo clásico
4989,music_query,cuándo se grabó esta canción
4990,music_query,fecha de grabación de la canción que se está reproduciendo
4991,music_query,quién es el cantante de la canción que está sonando ahora
4992,music_query,cómo se llama la canción actual
4993,music_query,dime quién escribió esta cancion
4994,music_query,cómo se llama esta música
4995,music_query,cuéntame sobre esta canción
4996,music_query,qué estoy escuchando
4997,music_query,puedes bajar el volumen por favor y decirme cuál es el título de esta cancion
4998,music_query,otras canciones de este artista
4999,music_query,en qué cd está esta canción
5000,music_query,cuál es el nombre del artista que creó esta canción
5001,music_query,cuál es la letra de esta canción
5002,music_query,puedes obtener información sobre el cantante de esta cancion
5003,music_query,identifica la canción que está sonando actualmente
5004,music_query,muéstrame el nombre de la canción que suena en este momento
5005,music_query,dame algo de bowie
5006,music_query,quién está cantando
5007,music_query,qué artista canta esta canción
5008,music_query,quién está cantando ahora mismo
5009,music_query,estaba esta canción en el top veinte
5010,music_query,seguimiento de música
5011,music_query,quién es el cantante
5012,music_query,muéstrame música de esa artista
5013,music_query,me puedes contar más sobre mi música más escuchada
5014,music_query,qué música suelo escuchar
5015,music_query,qué música prefiero yo
5016,music_query,quién es el cantante de esta canción
5017,music_query,qué género es esta canción que suena actualmente
5018,music_query,quien es el cantante de esta canción
5019,music_query,google qué canciones he escuchado yo al menos diez veces
5020,music_query,cuándo fue grabada por primera vez esta cancion
5021,music_query,cuál es el nombre de esta canción y quién la canta
5022,music_query,olly qué es esto que suena ahora mismo
5023,music_query,dime qué canción suena ahora
5024,music_query,qué tipo de música disfruto más
5025,music_query,cuales son mis tipos favoritos de música
5026,music_query,de quién es esta canción
5027,music_query,qué es esto que estamos escuchando
5028,music_query,quién toca el oboe en esta pieza
5029,music_query,reconoces la canción que está sonando en mi teléfono
5030,music_query,cuál es el nombre de la canción actual
5031,music_query,qué música está sonando
5032,music_query,qué canción estoy escuchando
5033,music_query,cuál es la información de la pista que está sonando ahora mismo
5034,music_query,de qué álbum es esta canción
5035,music_query,identificador de canción
5036,music_query,nube de sonido
5037,music_query,encuéntrame el nombre de la artista de esta música
5038,music_query,por favor dime el nombre de este grupo
5039,music_query,cuál es mi canción más escuchada
5040,music_query,como esta canción
5041,music_query,en qué año se grabó esta canción
5042,music_query,dime la canción que está sonando
5043,music_query,qué playlist está en modo aleatorio
5044,music_query,cuánto dura esta canción
5045,music_query,qué canción en el tema musical de frasier
5046,music_query,recomiéndame artistas similares a rihanna
5047,music_query,qué canción escucho más
5048,music_query,cuál es el género musical que más escucho
5049,music_query,quién canta esto
5050,music_query,nombre de banda
5051,music_query,quién es este
5052,music_query,cuál es el nombre la canción actual
5053,music_query,de quién es la canción que esta sonando
5054,music_query,por favor muéstrame detalles de la canción anterior
5055,music_query,estupendo
5056,music_query,dime la primera frase de esta canción
5057,music_query,dame nombre y tipo de esta música
5058,music_query,de que pelicula es esta cancion
5059,music_query,muestra la lista de reproducción
5060,music_query,dime el nombre del compositor
5061,music_query,enséñame la foto del cantante
5062,music_query,dame la fecha de lanzamiento de esta canción
5063,music_query,cuál es mi musica favorita en este momento
5064,music_query,qué canción he puesto más veces
5065,music_query,qué tipo de música me gusta
5066,music_query,qué es esa canción que suena de fondo
5067,music_query,cuál es el álbum de rap bueno que salió este año
5068,music_query,cuál es es álbum de rap bueno que ha salido este año
5069,music_query,quiero temas sobre música
5070,music_query,dame los detalles sobre elton john
5071,music_query,qué lista está disponible para mi música favorita de ed sheeran
5072,music_query,enumera todas las canciones
5073,music_query,dime qué canción es
5074,music_query,cómo te sientes después de escuchar el nuevo álbum de david bustamante
5075,music_query,quién es el cantante de esta cancion
5076,music_query,quiero saber más sobre esta canción
5077,music_query,quién canta la canción sobre un largo tren negro
5078,music_query,explicación de la canción
5079,music_query,qué música se está reproduciendo actualmente
5080,music_query,oye por favor dime el nombre de esta canción que se está reproduciendo actualmente
5081,music_query,título de la canción
5082,music_query,título
5083,music_query,qué canción está sonando
5084,music_query,dime el titulo de la musica actual
5085,music_query,qué música está sonando en este momento
5086,music_query,quien es el cantante del hotel california
5087,music_query,que tipo de música es
5088,music_query,en qué película sale la música cuál es el nombre de la música
5089,music_query,que canción hay en la radio
5090,music_query,información canción
5091,music_query,quien escribió esta canción
5092,music_query,en qué año salió esta canción
5093,music_query,qué música crees que me gusta
5094,music_query,que canción está sonando ahora
5095,music_query,sabes el nombre de la canción que está sonando
5096,music_query,quién canta la canción que estoy escuchando ahora mismo
5097,music_query,cómo llamarías al tipo de música que estamos escuchando
5098,music_query,identifica la canción
5099,music_query,que cancion es esta
5100,music_query,título de la canción
5101,music_query,es la canción de shakira
5102,music_query,quien es la directora musical de esta canción
5103,music_query,esta canción es de ed sheeran
5104,music_query,que hay en la radio ahora
5105,music_query,cuál es el nombre de la pieza que está sonando
5106,music_query,quien es este en la radio
5107,music_query,que artista es este
5108,music_query,averigua que canción es esta y dime el nombre
5109,music_query,cuáles son las canciones más populares de david bustamante
5110,iot_hue_lightup,hacer que las luces sean más brillantes
5111,iot_hue_lightup,por favor sube las luces al máximo
5112,iot_hue_lightup,haz que la habitación sea más brillante
5113,iot_hue_lightup,poner las luces más brillantes
5114,iot_hue_lightup,ilumina la lámpara al lado del sofá
5115,iot_hue_lightup,ilumina la luz
5116,iot_hue_lightup,incrementa el brillo en veinte por ciento
5117,iot_hue_lightup,pon las luces a maximo
5118,iot_hue_lightup,haz que la luz de mi habitación sea más brillante
5119,iot_hue_lightup,sube un poco la luz
5120,iot_hue_lightup,incrementa la luz un poco
5121,iot_hue_lightup,haz la luz más visible
5122,iot_hue_lightup,por favor ilumina la habitación
5123,iot_hue_lightup,apaga las luces
5124,iot_hue_lightup,enciende las luces
5125,iot_hue_lightup,luces más brillante
5126,iot_hue_lightup,por favor enciende las luces
5127,iot_hue_lightup,por favor sube el brillo de este cuarto
5128,iot_hue_lightup,haz que las luces sean más brillantes en el frente del porche
5129,iot_hue_lightup,enciende las luces en el salón
5130,iot_hue_lightup,enciende las luces por favor
5131,iot_hue_lightup,por favor haz que las luces de la habitación sean más brillantes
5132,iot_hue_lightup,por favor ilumina las luces
5133,iot_hue_lightup,más luz por favor
5134,iot_hue_lightup,puedes encender las luces por favor
5135,iot_hue_lightup,está oscuro aquí la mente aumenta la intensidad de la luz
5136,iot_hue_lightup,enciende las luces
5137,iot_hue_lightup,alexa enciende las luces
5138,iot_hue_lightup,aclara la luz a setenta por ciento
5139,iot_hue_lightup,más luz
5140,iot_hue_lightup,ilumina más luz
5141,iot_hue_lightup,un poco más claro gracias
5142,iot_hue_lightup,enciende las luces
5143,iot_hue_lightup,sube la intensidad de la luz en el cuarto
5144,iot_hue_lightup,necesito más luz
5145,iot_hue_lightup,pon las luces un poco más brillantes
5146,iot_hue_lightup,abre el control de luces
5147,iot_hue_lightup,oye olly enciende un poco las luces
5148,iot_hue_lightup,haz que este cuarto sea más brillante
5149,iot_hue_lightup,cambia el color de las luces en la casa
5150,iot_hue_lightup,cambia las luces de colores en casa
5151,iot_hue_lightup,puedes encenderme las luces por favor
5152,iot_hue_lightup,necesito mas luz puedes hacerlo
5153,iot_hue_lightup,olly recupera la luz por mi
5154,iot_hue_lightup,pudes encender las luces
5155,iot_hue_lightup,está oscuro quiero más luz
5156,iot_hue_lightup,podemos encender las luces
5157,iot_hue_lightup,esta un poquito oscuro sube la luz
5158,iot_hue_lightup,sube las luces alexa
5159,iot_hue_lightup,sube las luces
5160,iot_hue_lightup,por favor sube un poco la luz
5161,iot_hue_lightup,por favor enciende las luces hasta ocho
5162,iot_hue_lightup,enciende las luces del salón
5163,iot_hue_lightup,sube las luces del salon hasta la mitad
5164,iot_hue_lightup,aumenta las luces al maximo
5165,iot_hue_lightup,por favor enciende las luces en esta habitación
5166,iot_hue_lightup,sube el brillo de las luces
5167,iot_hue_lightup,haz que la luz sea más brillante
5168,iot_hue_lightup,está muy oscuro aquí aumenta el brillo de las luces
5169,iot_hue_lightup,conecta las luces
5170,iot_hue_lightup,sube el candelabro al máximo
5171,iot_hue_lightup,pon la luz más brillante
5172,iot_hue_lightup,aumentar el brillo de la luz
5173,iot_hue_lightup,incrementa la luz
5174,iot_hue_lightup,haz más brillantes las luces un poco
5175,iot_hue_lightup,aumentar el brillo en la habitación
5176,iot_hue_lightup,ilumina las luces en la sala de estar
5177,iot_hue_lightup,por favor haz arreglos para hacer la entrada mas brillante
5178,iot_hue_lightup,sube el brillo de las luces de la habitación del cuarto
5179,iot_hue_lightup,más luz
5180,iot_hue_lightup,sube luz
5181,iot_hue_lightup,más luz
5182,iot_hue_lightup,añade luz
5183,iot_hue_lightup,aumentar la intensidad de la luz
5184,iot_hue_lightup,extiende algunas luces
5185,iot_hue_lightup,aumenta el brillo de la luz es difícil ver aquí abajo
5186,iot_hue_lightup,pon las luces con un brillo más alto
5187,iot_hue_lightup,incrementa el brillo de las luces
5188,iot_hue_lightup,encender las luces del pasillo
5189,iot_hue_lightup,sube el brillo de la pantalla a máximo
5190,iot_hue_lightup,puedes aumenta el brillo en la habitación
5191,iot_hue_lightup,por favor sube la luz no estoy a gusto así
5192,iot_hue_lightup,enciende las luces
5193,iot_hue_lightup,más luces por favor
5194,iot_hue_lightup,puedes encender las luces
5195,iot_hue_lightup,quiero más luz
5196,iot_hue_lightup,aumenta la luz
5197,iot_hue_lightup,no puedo encender las luces
5198,iot_hue_lightup,luz de color para la habitación de estudio
5199,iot_hue_lightup,dame más luz
5200,iot_hue_lightup,sube el brillo
5201,iot_hue_lightup,puedes encenderme las luces por favor
5202,iot_hue_lightup,recupera la luz para mi
5203,iot_hue_lightup,más brillante
5204,iot_hue_lightup,aumenta las luces
5205,iot_hue_lightup,dale más brillo a las lámparas
5206,iot_hue_lightup,aumenta el brillo en esta habitación
5207,iot_hue_lightup,puedes hacer que la habitación sea más luminosa
5208,iot_hue_lightup,por favor enciende todas las luces
5209,iot_hue_lightup,establezca el brillo de la luminosidad de forma adecuada en la cocina
5210,iot_hue_lightup,haz más brillantes las luces del salon
5211,iot_hue_lightup,haz más brillante la luz del pasillo
5212,iot_hue_lightup,haz lo más brillante aquí
5213,takeaway_order,pide algo de sushi para la cena
5214,takeaway_order,hola me gustaría que pidas una hamburguesa
5215,takeaway_order,puedo pedir cena para llevar de la carola
5216,takeaway_order,pedir una pizza
5217,takeaway_order,pídeme un sandwich de pollo de deliveroo
5218,takeaway_order,puedo pedir comida para llevar en español
5219,takeaway_order,podrías por favor ayudarme a pedir sushi en el deliveroo
5220,takeaway_order,pedir una pizza al telepizza
5221,takeaway_order,me gustaría tomar sushi me puedes pedir para la cena
5222,takeaway_order,alexa me gustaría tomar sushi puedes pedírmelo para almorzar
5223,takeaway_order,pide un sandwich y una sopa para llevar del restaurante italiano
5224,takeaway_order,pide dos hamburguesas para mi
5225,takeaway_order,pedir una pizza
5226,takeaway_order,puedo hacer un pedido de comida para llevar a esta hora
5227,takeaway_order,pide una pizza para recoger del domino's pizza a las siete de la tarde
5228,takeaway_order,hacer pedido de pizza para llevar a las siete de la tarde
5229,takeaway_order,programa una pizza para llevar a las siete de la tarde
5230,takeaway_order,pedido de comida por glovo
5231,takeaway_order,pedir comida por glovo
5232,takeaway_order,cuál es la mejor pizza cerca de mi que entrega
5233,takeaway_order,llame a domino's pizza y pedir a pizza para llevar
5234,takeaway_order,haz un pedido en la rodilla
5235,takeaway_order,pedir macarrones del mamma mia para llevar a casa
5236,takeaway_order,pídeme una pizza grande de jamón y aceitunas del domino's pizza
5237,takeaway_order,puedes indicarme el menú de la comida china para llevar más valorada cerca de mí
5238,takeaway_order,dame opciones de comida india para llevar en dólares
5239,takeaway_order,quiero pedir algo de comida
5240,takeaway_order,sitios para hacer pedidos de comida para llevar
5241,takeaway_order,pedir una pizza grande de pepperoni del domino's pizza
5242,takeaway_order,me gustaría pedir un bocadillo vegetal con galletas del subway
5243,takeaway_order,haz un pedido para llevar de hamburguesa de queso con patatas fritas del burger king
5244,takeaway_order,pedir un sandwich de jamón y queso del subway
5245,takeaway_order,pide un plato de carne ahumada del goiko grill
5246,takeaway_order,selección de restaurantes
5247,takeaway_order,precio
5248,takeaway_order,entrega gratis a domicilio
5249,takeaway_order,comprueba el domino's pizza y pídeme una pizza de queso
5250,takeaway_order,busca el mejor restaurante cerca de mi y pide una pizza
5251,takeaway_order,encontrar y ordenar paella de casa carmela
5252,takeaway_order,hola google hola llama al restaurante chino más cercano para un pedido de comida para llevar
5253,takeaway_order,pídeme una hamburguesa de queso del mcdonalds
5254,takeaway_order,llama a el jardín de pekín
5255,takeaway_order,consultar el restaurante la vega en línea
5256,takeaway_order,cuánto cuesta el pollo agripicante en el jardín de pekín
5257,takeaway_order,pide lo de siempre en la tagliatella
5258,takeaway_order,pide el tofu con mejor precio en chan comida casera
5259,takeaway_order,un paquete de noodles para llevar
5260,takeaway_order,quiero pedir pizza
5261,takeaway_order,búscame el restaurante chino más cercano que haga envíos
5262,takeaway_order,quién entrega cerca de aquí
5263,takeaway_order,llama al restaurante chino dragón de oro
5264,takeaway_order,haz un pedido de sopa de pollo del restaurante kfc
5265,takeaway_order,del restaurante wangs kitchen entrega a domicilio para una sopa de pollo manchow
5266,takeaway_order,abre los menús para llevar
5267,takeaway_order,puedo hacer un pedido para llevar
5268,takeaway_order,pedir mcdonalds
5269,takeaway_order,pide comida china
5270,takeaway_order,muestra los restaurantes más cercanos que hagan pedidos para llevar
5271,takeaway_order,confirmen el pedido y envien una confirmacion
5272,takeaway_order,pedir chino de china town sopa de wonton y una pequeña filete y brocolis
5273,takeaway_order,pide dos pizzas medianas de queso y una mediana de pepperoni del domino's pizza
5274,takeaway_order,pide dos hamburguesas de queso del mcdonalds de la calle de la universidad
5275,takeaway_order,me gustaría pedir comida para llevar
5276,takeaway_order,estoy de humor para pedir comida
5277,takeaway_order,iniciar un pedido de comida para llevar para mí
5278,takeaway_order,pedir una pizza
5279,takeaway_order,pedir pizza grande con pepperoni
5280,takeaway_order,oye hazme un pedido para llevar del cien montaditos
5281,takeaway_order,oye alexa me puedes pedir algo del cien montaditos
5282,takeaway_order,haz un pedido al cien montaditos
5283,takeaway_order,pide comida a domicilio de el camino en el centro de palma
5284,takeaway_order,por favor puedes pedirme algo del mcdonalds
5285,takeaway_order,alexa qué películas están poniendo en los cines yelmo
5286,takeaway_order,qué tal algo de pizza eta noche puedes pedir una pizza grande con pepperoni
5287,takeaway_order,pide algo del taco bell
5288,takeaway_order,ordenarme mac burger de mcdonald
5289,takeaway_order,pide mcdonalds del glovo
5290,takeaway_order,pídeme comida china
5291,takeaway_order,quiero dos tacos y una coca-cola light por favor
5292,takeaway_order,pídeme un bol de chipotle para llevar
5293,takeaway_order,quiero pedir algo de comida para llevar
5294,takeaway_order,tengo hambre muestra comida para llevar
5295,takeaway_order,programar una entrega de comida en el restaurante de comida para llevar cena
5296,takeaway_order,pedir del domino's pizza
5297,takeaway_order,llama y haz un pedido de pizza
5298,takeaway_order,pídeme algo de comida
5299,takeaway_order,pizzerías cerca
5300,takeaway_order,puedes buscar comida china para llevar cerca de aquí
5301,takeaway_order,pide una pizza para mi
5302,takeaway_order,pedir costillas para la cena
5303,takeaway_order,llama al rodilla
5304,takeaway_order,por favor llama al wok chino y pide un número siete
5305,takeaway_order,pide una pizza del domino's
5306,takeaway_order,me puedes pedir una pizza hoy del domino's pizza
